"Name","Comments","Size","Type","Date Modified","Lent to","Disk Location","Location","Path",
"SunnyHarbour+Islands.jpg","","198 KB (202,288 Bytes)","JPEG image","8/31/2001 1:51:02 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\SunnyHarbour+Islands.jpg",
"SunnyPalms.jpg","","133 KB (135,937 Bytes)","JPEG image","8/30/2001 10:32:22 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\SunnyPalms.jpg",
"SunnySnowyLand.jpg","","126 KB (128,672 Bytes)","JPEG image","8/31/2001 1:51:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\SunnySnowyLand.jpg",
"Sunrise+SmallIsland.jpg","","124 KB (126,753 Bytes)","JPEG image","8/31/2001 2:15:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Sunrise+SmallIsland.jpg",
"Sunset+GranularClouds.jpg","","116 KB (118,237 Bytes)","JPEG image","8/31/2001 2:11:36 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Sunset+GranularClouds.jpg",
"Sunset+Mountain+Palms.jpg","","83 KB (84,406 Bytes)","JPEG image","8/31/2001 1:45:52 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Sunset+Mountain+Palms.jpg",
"SunsetFromCave.jpg","","128 KB (130,279 Bytes)","JPEG image","8/30/2001 10:25:54 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\SunsetFromCave.jpg",
"SurrealRockyOrangeSunsetClouds.jpg","","81 KB (82,328 Bytes)","JPEG image","8/31/2001 2:18:16 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\SurrealRockyOrangeSunsetClouds.jpg",
"Switzerland.jpg","","175 KB (178,651 Bytes)","JPEG image","8/31/2001 2:23:12 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Switzerland.jpg",
"TheDarkPlanet.jpg","","321 KB (328,398 Bytes)","JPEG image","6/29/2001 1:00:38 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\TheDarkPlanet.jpg",
"TheGame.jpg","","192 KB (195,994 Bytes)","JPEG image","6/29/2001 1:04:42 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\TheGame.jpg",
"TopViewIsland1.jpg","","61 KB (62,037 Bytes)","JPEG image","8/31/2001 1:41:26 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\TopViewIsland1.jpg",
"TropicalWaterfall.jpg","","137 KB (139,331 Bytes)","JPEG image","8/30/2001 10:16:24 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\TropicalWaterfall.jpg",
"TwilightRockySeashore.jpg","","75 KB (76,378 Bytes)","JPEG image","8/31/2001 2:13:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\TwilightRockySeashore.jpg",
"Typhoon.jpg","","33 KB (33,460 Bytes)","JPEG image","8/31/2001 2:16:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Typhoon.jpg",
"VerdantStream.jpg","","174 KB (177,213 Bytes)","JPEG image","8/30/2001 10:28:24 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\VerdantStream.jpg",
"VerdantWaterfall-1.jpg","","174 KB (177,694 Bytes)","JPEG image","8/30/2001 10:51:34 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\VerdantWaterfall-1.jpg",
"VerdantWaterfall-2.jpg","","185 KB (189,232 Bytes)","JPEG image","8/31/2001 1:45:34 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\VerdantWaterfall-2.jpg",
"VerdantWaterfall-3.jpg","","197 KB (201,238 Bytes)","JPEG image","8/31/2001 1:46:10 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\VerdantWaterfall-3.jpg",
"Water+Vapour.jpg","","88 KB (89,848 Bytes)","JPEG image","8/31/2001 1:43:26 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\Water+Vapour.jpg",
"WhispyClouds+Palms.jpg","","88 KB (89,389 Bytes)","JPEG image","8/31/2001 2:16:10 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\WhispyClouds+Palms.jpg",
"WhiteSandDesert.jpg","","118 KB (120,163 Bytes)","JPEG image","8/30/2001 10:32:10 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\WhiteSandDesert.jpg",
"WildSky.jpg","","46 KB (46,593 Bytes)","JPEG image","8/31/2001 2:18:48 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\WildSky.jpg",
"WinterLonelyTrees.jpg","","64 KB (65,274 Bytes)","JPEG image","8/31/2001 1:42:02 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\WinterLonelyTrees.jpg",
"YellowFlowers+Mountain.jpg","","203 KB (206,923 Bytes)","JPEG image","8/31/2001 1:49:28 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\YellowFlowers+Mountain.jpg",
"YosemiteFalls.jpg","","172 KB (175,950 Bytes)","JPEG image","8/31/2001 1:48:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\","G:\backgrounds\Nature\YosemiteFalls.jpg",
"DesertBeauty-stroked.png","","5 KB (4,872 Bytes)","PNG image","10/4/2001 12:17:02 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Nature\.xvpics\","G:\backgrounds\Nature\.xvpics\DesertBeauty-stroked.png",
"BigBang-PostInflation.jpg","","2 KB (2,048 Bytes)","JPEG image","1/13/2002 5:54:48 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\BigBang-PostInflation.jpg",
"BigThings.jpg","","36 KB (36,436 Bytes)","JPEG image","8/31/2001 2:07:26 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\BigThings.jpg",
"BigThings2.jpg","","42 KB (42,675 Bytes)","JPEG image","8/31/2001 2:07:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\BigThings2.jpg",
"BlueMoon.jpg","","81 KB (82,655 Bytes)","JPEG image","8/31/2001 1:57:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\BlueMoon.jpg",
"Comet+House.jpg","","85 KB (86,705 Bytes)","JPEG image","8/31/2001 2:08:38 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\Comet+House.jpg",
"Cyclone.jpg","","140 KB (143,343 Bytes)","JPEG image","8/31/2001 2:01:02 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\Cyclone.jpg",
"CycloneHelen.jpg","","89 KB (90,682 Bytes)","JPEG image","8/31/2001 1:55:18 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\CycloneHelen.jpg",
"DiskGalaxy.jpg","","26 KB (26,551 Bytes)","JPEG image","8/31/2001 2:05:28 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\DiskGalaxy.jpg",
"Earth+Clouds.jpg","","94 KB (95,929 Bytes)","JPEG image","8/31/2001 2:00:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\Earth+Clouds.jpg",
"Earth+Moon+Galaxy.jpg","","86 KB (87,511 Bytes)","JPEG image","8/31/2001 2:00:20 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\Earth+Moon+Galaxy.jpg",
"EskimoNebula.jpg","","59 KB (59,793 Bytes)","JPEG image","8/31/2001 2:05:50 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\EskimoNebula.jpg",
"GiantGasCloud.jpg","","94 KB (96,047 Bytes)","JPEG image","8/31/2001 2:04:14 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\GiantGasCloud.jpg",
"GiantGasCloud2.jpg","","91 KB (92,471 Bytes)","JPEG image","8/31/2001 2:08:16 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\GiantGasCloud2.jpg",
"GoldenGateFromMIR.jpg","","96 KB (98,286 Bytes)","JPEG image","8/31/2001 1:57:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\GoldenGateFromMIR.jpg",
"HalfDarkEarth+Whoa.jpg","","36 KB (36,283 Bytes)","JPEG image","8/31/2001 2:00:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\HalfDarkEarth+Whoa.jpg",
"home.jpg","","308 KB (315,374 Bytes)","JPEG image","6/29/2001 2:27:36 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\home.jpg",
"MIR.jpg","","67 KB (68,544 Bytes)","JPEG image","8/31/2001 1:58:34 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\MIR.jpg",
"MoonRise.jpg","","38 KB (38,063 Bytes)","JPEG image","8/31/2001 1:55:38 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\MoonRise.jpg",
"PacificOcean+Clouds.jpg","","142 KB (144,945 Bytes)","JPEG image","8/31/2001 1:55:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\PacificOcean+Clouds.jpg",
"SidewaysEarth+Clouds.jpg","","95 KB (97,216 Bytes)","JPEG image","8/31/2001 1:59:28 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\SidewaysEarth+Clouds.jpg",
"SnowtoppedMountains(Asia).jpg","","187 KB (190,685 Bytes)","JPEG image","8/31/2001 2:01:22 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\SnowtoppedMountains(Asia).jpg",
"SombreroNebula.jpg","","52 KB (52,405 Bytes)","JPEG image","8/31/2001 2:06:36 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\SombreroNebula.jpg",
"TheSpreadOfCommunism.jpg","","170 KB (173,092 Bytes)","JPEG image","8/31/2001 2:03:10 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\TheSpreadOfCommunism.jpg",
"TriffidNebula.jpg","","54 KB (54,937 Bytes)","JPEG image","8/31/2001 2:06:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\backgrounds\Space\","G:\backgrounds\Space\TriffidNebula.jpg",
"cyberpunk.pdf","","1.95 MB (2,044,236 Bytes)","Foxit Reader Document","4/11/2001 4:38:54 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\cyberpunk.pdf",
"Francis Bacon - The Essays.txt","                                      1601

                                   THE ESSAYS

                                by Francis Bacon

  OF TRUTH

  What is truth? said jesting Pilate, and would not stay for an
answer. Certainly there be, that deli...","296 KB (302,112 Bytes)","Text Document","4/11/2001 9:20:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Francis Bacon - The Essays.txt",
"Francis Bacon - The New Atlantis.txt","
The Internet Wiretap edition of

THE NEW ATLANTIS, by FRANCIS BACON.

(Written in 1626.)

From Ideal Commonwealths, 
P.F. Collier & Son, New York.

(c)1901 The Colonial Press, expired.

Prepared by Kirk Crady <kcrady@polaris.cv.nrao.edu>
from scanner ou...","85 KB (86,302 Bytes)","Text Document","4/11/2001 9:20:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Francis Bacon - The New Atlantis.txt",
"Frank Herbert - Children of Dune.txt","Children of Dune
Frank Herbert

Copyright 1976

Muad'Dib's teachings have become the playground of scholastics, of the superstitious and the corrupt. He taught a balanced way of life, a philosophy with which a human can meet problems arising from an ever...","855 KB (875,207 Bytes)","Text Document","4/11/2001 9:19:54 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - Children of Dune.txt",
"Frank Herbert - Dune Messiah.txt","Dune Messiah
Frank Herbert

Copyright 1969

Excerpts from the Death Cell Interview with Bronso of IX

Q: What led you to take your particular approach to a history of Muad'dib?
A: Why should I answer your questions? 
Q: Because I will preserve your words...","436 KB (446,154 Bytes)","Text Document","4/11/2001 9:19:56 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - Dune Messiah.txt",
"Frank Herbert - Dune.txt","Dune
Frank Herbert

Copyright 1965

Book 1
DUNE

= = = = = = 

A beginning is the time for taking the most delicate care that the balances are correct. This every sister of the Bene Gesserit knows. To begin your study of the life of Muad'Dib, then, take ...","1.14 MB (1,198,558 Bytes)","Text Document","4/11/2001 3:29:56 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - Dune.txt",
"Frank Herbert - God Emperor Of Dune.txt","Excerpt from the speech by Hadi Benotto announcing the discoveries at Dar-es-Balat on the planet of Rakis:

IT NOT only is my pleasure to announce to you this morning our discovery of this marvelous storehouse containing, among other things, a monumental...","778 KB (795,852 Bytes)","Text Document","4/11/2001 3:29:54 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - God Emperor Of Dune.txt",
"Frank Herbert - Heretics of Dune.txt","Heretics of Dune

Frank Herbert
April 1984





When I was writing Dune


.  .  .  there was no room in my mind for concerns about the book's success or failure.  I was concerned only with the writing.  Six years of research had preceded the day I sat do...","963 KB (985,917 Bytes)","Text Document","4/11/2001 3:30:00 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - Heretics of Dune.txt",
"Frank Herbert - The Road To Dune.txt","The Road To Dune by Frank Herbert.txtThe Road To Dune by Frank Herbert
with Illustrations by Jim Burns
(From ""Eye"" by Frank Herbert with Illustrations by Jim Burns) 
First published in the USA 1985
by Berkeley Books, New York, by arrangement with Byron P...","5 KB (4,952 Bytes)","Text Document","4/11/2001 3:29:56 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - The Road To Dune.txt",
"Frank Herbert - Whipping Star.txt","Whipping Star

Frank Herbert
1969





A BuSab agent must begin by learning the linguistic modes and action limits (usually self-imposed) of the societies he treats.  The agent seeks data on the functional relationships which derive from our common unive...","312 KB (318,709 Bytes)","Text Document","4/11/2001 3:29:58 PM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Frank Herbert - Whipping Star.txt",
"Fredrich Nietzsche - Thus Spake Zarathustra.txt","                                      1891
                             THUS SPAKE ZARATHUSTRA
                             by Friedrich Nietzsche
                          translated by Thomas Common
PROLOGUE
                  Zarathustra's Prologue

  ...","520 KB (531,955 Bytes)","Text Document","4/11/2001 9:19:58 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Fredrich Nietzsche - Thus Spake Zarathustra.txt",
"Friedrich Nietzsche - Beyond Good & Evil.txt","On the Prejudices of Philosophers

1

The will to truth which will still tempt us to many a venture, that famous truthfulness of which all philosophers so far have spoken with respect - what questions has this will to truth not laid before us! What stran...","82 KB (83,071 Bytes)","Text Document","4/11/2001 9:20:00 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Friedrich Nietzsche - Beyond Good & Evil.txt",
"Friedrich Nietzsche - On Truth and Lies in a Nonmoral Sense.txt","		           On Truth and Lies in a Nonmoral Sense (1873)
                                  By Friedrich Nietzsche

Once upon a time, in some out of the way corner of that universe which is dispersed into numberless twinkling solar systems, there was a s...","33 KB (32,835 Bytes)","Text Document","4/11/2001 9:20:00 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Friedrich Nietzsche - On Truth and Lies in a Nonmoral Sense.txt",
"Friedrich Nietzsche - The Antichrist.txt","The Antichrist 
THE ANTICHRIST
By 
Friedrich Nietzsche
(Transl.) H.L. Mencken
 
Quickjump Index
        PREFACE
        This book belongs to the most rare of men. Perhaps not one of them is 
        yet alive. It is possible that they may be among those ...","186 KB (190,277 Bytes)","Text Document","4/11/2001 9:20:00 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Friedrich Nietzsche - The Antichrist.txt",
"Friedrich Nietzsche - The Use and Abuse of History.txt","
The Use and Abuse of History (1878)

		                                                         By Friedrich Nietzsche

Forward 
""Incidentally, I despise everything which merely instructs me without increasing or immediately enlivening my activity."" The...","177 KB (181,104 Bytes)","Text Document","4/11/2001 9:20:00 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Friedrich Nietzsche - The Use and Abuse of History.txt",
"Friedrich Nietzsche - Thus Spake Zarathustra.txt","Project Gutenberg Etext of Thus Spake Zarathustra, by Nietzsche
#1 in our series by by Friedrich Nietzsche


Copyright laws are changing all over the world, be sure to check
the copyright laws for your country before posting these files!!

Please take a ...","653 KB (668,624 Bytes)","Text Document","4/11/2001 9:20:04 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\Friedrich Nietzsche - Thus Spake Zarathustra.txt",
"H. P. Lovecraft  - From Beyond.txt","From BeyondFrom Beyond
By Howard Phillips Lovecraft in 1920, and first published in ""The Fantasy Fan"" 
June 1934.
Horrible beyond conception was the change which had taken place in my best 
friend, Crawford Tillinghast. I had not seen him since that day,...","18 KB (17,659 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft  - From Beyond.txt",
"H. P. Lovecraft  - Within the Walls of Eryx.txt","Within the Walls of Eryx by H. P. Lovecraft and Kenneth SterlingWithin the Walls 
of Eryx
by H. P. Lovecraft and Kenneth Sterling
Written Jan 1936 
Published October 1939 in Weird Tales, Vol. 34, No. 4, p. 50-68. 
Before I try to rest I will set down the...","68 KB (68,811 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft  - Within the Walls of Eryx.txt",
"H. P. Lovecraft - Astrophobos.txt","Astrophobos by H. P. LovecraftAstrophobos
by H. P. Lovecraft
Written 1918? 
Published July 1918 in The United Amateur 
In the Midnight heaven's burning 
Through the ethereal deeps afar 
Once I watch'd with restless yearning 
An alluring aureate star; 
Ev...","2 KB (1,597 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Astrophobos.txt",
"H. P. Lovecraft - At the Mountains of Madness.txt","At the Mountains of Madness by H. P. LovecraftAt the Mountains of Madness
by H. P. Lovecraft
Written Feb-22 Mar 1931 
Published February-April 1936 in Astounding Stories, Vol. 16, No. 6 (February 
1936), p. 8-32; Vol. 17, No. 1 (March 1936), p. 125-55; V...","248 KB (253,217 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - At the Mountains of Madness.txt",
"H. P. Lovecraft - Azathoth.txt","Azathoth by H. P. LovecraftAzathoth
by H. P. Lovecraft
Written June 1922 
Published 1938 in Leaves, Vol. 2: p. 107. 
When age fell upon the world, and wonder went out of the minds of men; when grey 
cities reared to smoky skies tall towers grim and ugly,...","3 KB (2,757 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Azathoth.txt",
"H. P. Lovecraft - Beyond the Wall of Sleep.txt","Beyond the Wall of Sleep by H.P. Lovecraft
Beyond the Wall of Sleep
by H.P. Lovecraft
Written 1919 
Published October 1919 in Pine Cones, Vol. 1, No. 6, p. 2-10 
I have often wondered if the majority of mankind ever pause to reflect upon the 
occasionall...","26 KB (25,746 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Beyond the Wall of Sleep.txt",
"H. P. Lovecraft - Cats And Dogs.txt","Cats And Dogs by H. P. LovecraftCats And Dogs
by H. P. Lovecraft
Written November 23, 1926 
Published in Something About Cats and Other Pieces, Arkham House, 1949 
Being told of the cat-and-dog fight about to occur in your literary club, I 
cannot resist...","36 KB (36,635 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Cats And Dogs.txt",
"H. P. Lovecraft - Celephais.txt","Celephais by H.P. Lovecraft
Celephais
by H.P. Lovecraft
Written early Nov 1920 
Published May 1922 in The Rainbow, No. 2, p. 10-12. 
In a dream Kuranes saw the city in the valley, and the seacoast beyond, and the 
snowy peak overlooking the sea, and the ...","15 KB (14,590 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Celephais.txt",
"H. P. Lovecraft - Cool Air.txt","Cool Air by H. P. LovecraftCool Air
by H. P. Lovecraft
Written March 1926 
Published March 1928 in Tales of Magic and Mystery, Vol. 1, No. 4, 29-34. 
You ask me to explain why I am afraid of a draught of cool air; why I shiver 
more than others upon ente...","20 KB (20,369 Bytes)","Text Document","4/11/2001 9:20:44 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Cool Air.txt",
"H. P. Lovecraft - Dagon.txt","Dagon by H.P. Lovecraft
Dagon
by H.P. Lovecraft
Written Jul 1917 
Published November 1919 in The Vagrant, No. 11, 23-29.
I am writing this under an appreciable mental strain, since by tonight I shall 
be no more. Penniless, and at the end of my supply of...","13 KB (12,967 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Dagon.txt",
"H. P. Lovecraft - Death.txt","Death by H. P. LovecraftDeath
by Jonathan E. Hoag
attributed to H. P. Lovecraft
Written ? 
Published ? 
Think not that Death malignly waits, 
A weapon of the hostile Fates, 
   To stike the sinner down; 
'Tis but a link in Nature's plan 
To join succedin...","783 Bytes","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Death.txt",
"H. P. Lovecraft - Dreams in the Witch-House.txt","Dreams in the Witch-House by H. P. LovecraftDreams in the Witch-House
by H. P. Lovecraft
Written Jan-28 Feb 1932 
Published July 1933 in Weird Tales, Vol. 22, No. 1, 86-111. 
Whether the dreams brought on the fever or the fever brought on the dreams 
Wal...","88 KB (89,582 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Dreams in the Witch-House.txt",
"H. P. Lovecraft - Ex Oblivione.txt","Ex Oblivione by H.P. Lovecraft
Ex Oblivione
by H.P. Lovecraft
1920 
When the last days were upon me, and the ugly trifles of existence began to 
drive me to madness like the small drops of water that torturers let fall 
ceaselessly upon one spot of their...","4 KB (4,043 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Ex Oblivione.txt",
"H. P. Lovecraft - Facts Concerning the Late Arthur Jermyn and Hi","","22 KB (22,196 Bytes)","Local Disk","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Facts Concerning the Late Arthur Jermyn and Hi",
"H. P. Lovecraft - Festival.txt","Festival by H.P. LovecraftFestival
by H.P. Lovecraft
Written 
Published December 1926 in Weird Tales 
There is snow on the ground, 
  And the valleys are cold, 
And a midnight profound 
 Blackly squats o'er the wold; 
But a light on the hilltops half-see...","2 KB (1,099 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Festival.txt",
"H. P. Lovecraft - From Beyond.txt","From BeyondFrom Beyond
By Howard Phillips Lovecraft in 1920, and first published in ""The Fantasy Fan"" 
June 1934.
Horrible beyond conception was the change which had taken place in my best 
friend, Crawford Tillinghast. I had not seen him since that day,...","18 KB (17,659 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - From Beyond.txt",
"H. P. Lovecraft - Fungi from Yuggoth.txt","Fungi from Yuggoth by H. P. LovecraftFungi from Yuggoth
by H.P. Lovecraft
Written 1929-30 
Published 
I. The Book
The place was dark and dusty and half-lost 
In tangles of old alleys near the quays, 
Reeking of strange things brought in from the seas, 
A...","24 KB (24,496 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Fungi from Yuggoth.txt",
"H. P. Lovecraft - Hallowe'en in a Suburb.txt","Hallowe'en in a Suburb by H. P. LovecraftHallowe'en in a Suburb
by H. P. Lovecraft
Written 
Published March 1926 in The National Amateur Vol. 48 No. 4 
The steeples are white in the wild moonlight, 
   And the trees have a silver glare; 
Past the chimney...","2 KB (1,645 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Hallowe'en in a Suburb.txt",
"H. P. Lovecraft - Herbert West - Reanimator.txt","Herbert West: Reanimator by H. P. LovecraftHerbert West: Reanimator
by H. P. Lovecraft
Written Sep 1921-mid 1922 
Published in five parts, February-July 1922 in Home Brew, Vol. 1, Nos. 1-6. 
I. From The Dark
Published Februrary 1922 in Home Brew Vol. 1, ...","72 KB (73,254 Bytes)","Text Document","4/11/2001 9:20:46 AM",,"","\\My Collection\Appz/Warez\Linux Warez #1\ebooks\","G:\ebooks\H. P. Lovecraft - Herbert West - Reanimator.txt",
